hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar),t(sec),DoS Attack
0,38.76653,-1830.62,-907.589,-1834.49,-1113.13,-1654.52,-1013.82,600.5234,5319.63
0,38.80381,-1824.68,-902.456,-1828.63,-1107.96,-1648.65,-1008.73,601.269,5301.96
0,38.82664,-1832.61,-909.318,-1836.47,-1114.87,-1656.49,-1015.54,601.7256,5325.57
0,38.84874,-1823.15,-901.112,-1827.08,-1106.63,-1647.1,-1007.37,602.1676,5297.33
0,38.87271,-1825.76,-903.352,-1829.63,-1108.89,-1649.66,-1009.58,602.647,5305.05
0,38.88291,-1828.16,-905.439,-1832.02,-1110.98,-1652.05,-1011.66,602.851,5312.23
0,38.91741,-1831.7,-908.521,-1835.55,-1114.08,-1655.58,-1014.73,603.541,5322.83
0,38.94087,-1823.24,-901.188,-1827.16,-1106.7,-1647.19,-1007.44,604.0102,5297.59
0,38.94382,-1836.94,-913.082,-1840.77,-1118.65,-1660.79,-1019.28,604.0692,5338.5
0,38.95351,-1827.67,-905.034,-1831.57,-1110.56,-1651.6,-1011.28,604.263,5310.84
0,38.9777,-1834.51,-910.972,-1838.36,-1116.53,-1658.38,-1017.19,604.7468,5331.25
0,38.9798,-1832.28,-909.05,-1836.17,-1114.59,-1656.19,-1015.29,604.7888,5324.64
0,38.99598,-1827.22,-904.656,-1831.14,-1110.17,-1651.17,-1010.92,605.1124,5309.53
0,38.99921,-1836.03,-912.293,-1839.86,-1117.86,-1659.89,-1018.5,605.177,5335.78
0,39.00595,-1832.81,-909.515,-1836.7,-1115.05,-1656.72,-1015.75,605.3118,5326.23
0,39.0092,-1827.08,-904.534,-1831.01,-1110.05,-1651.03,-1010.8,605.3768,5309.12
0,39.02881,-1823.13,-901.098,-1827.07,-1106.61,-1647.09,-1007.37,605.769,5297.29
0,39.03078,-1825.75,-903.348,-1829.63,-1108.89,-1649.66,-1009.58,605.8084,5305.04
0,39.03871,-1832.11,-908.864,-1835.93,-1114.43,-1655.97,-1015.06,605.967,5324.01
0,39.04734,-1833.95,-910.484,-1837.8,-1116.04,-1657.82,-1016.7,606.1396,5329.57
0,39.05639,-1828.67,-905.915,-1832.59,-1111.43,-1652.61,-1012.17,606.3206,5313.87
0,39.05725,-1832.6,-909.298,-1836.43,-1114.86,-1656.47,-1015.5,606.3378,5325.5
0,39.07271,-1833.88,-910.427,-1837.73,-1115.98,-1657.76,-1016.64,606.647,5329.37
0,39.08063,-1831.14,-908.054,-1835.03,-1113.59,-1655.05,-1014.29,606.8054,5321.22
0,39.08714,-1836.36,-912.566,-1840.17,-1118.14,-1660.2,-1018.76,606.9356,5336.73
0,39.10059,-1836.85,-913.019,-1840.69,-1118.58,-1660.72,-1019.23,607.2046,5338.26
0,39.10735,-1831.87,-908.704,-1835.78,-1114.23,-1655.8,-1014.95,607.3398,5323.45
0,39.10954,-1830.79,-907.741,-1834.67,-1113.28,-1654.69,-1013.98,607.3836,5320.15
0,39.11433,-1827.73,-905.088,-1831.63,-1110.61,-1651.66,-1011.34,607.4794,5311.02
0,39.11663,-1833.6,-910.162,-1837.42,-1115.73,-1657.45,-1016.36,607.5254,5328.47
0,39.1306,-1827.01,-904.483,-1830.95,-1109.99,-1650.97,-1010.75,607.8048,5308.93
0,39.13607,-1823.31,-901.25,-1827.24,-1106.76,-1647.27,-1007.52,607.9142,5297.82
0,39.1377,-1835.45,-911.782,-1839.28,-1117.35,-1659.31,-1017.99,607.9468,5334.04
0,39.15033,-1825.08,-902.787,-1828.99,-1108.3,-1649.02,-1009.04,608.1994,5303.09
0,39.16051,-1835.61,-911.929,-1839.45,-1117.49,-1659.48,-1018.14,608.403,5334.54
0,39.16069,-1822.4,-900.46,-1826.33,-1105.97,-1646.36,-1006.72,608.4066,5295.09
0,39.16933,-1829.92,-906.978,-1833.79,-1112.53,-1653.82,-1013.2,608.5794,5317.53
0,39.19135,-1822.22,-900.299,-1826.14,-1105.81,-1646.17,-1006.56,609.0198,5294.53
0,39.19173,-1827.71,-905.041,-1831.56,-1110.59,-1651.59,-1011.25,609.0274,5310.86
0,39.19927,-1829.07,-906.242,-1832.95,-1111.78,-1652.97,-1012.47,609.1782,5314.99
0,39.20408,-1836.61,-912.804,-1840.45,-1118.37,-1660.48,-1019.01,609.2744,5337.54
0,39.20731,-1829.3,-906.449,-1833.19,-1111.98,-1653.22,-1012.69,609.339,5315.71
0,39.20759,-1828.79,-906,-1832.67,-1111.53,-1652.7,-1012.24,609.3446,5314.16
0,39.21071,-1825.61,-903.252,-1829.53,-1108.77,-1649.56,-1009.51,609.407,5304.7
0,39.21914,-1822.89,-900.883,-1826.82,-1106.4,-1646.84,-1007.15,609.5756,5296.55
0,39.22007,-1822.7,-900.711,-1826.62,-1106.23,-1646.64,-1006.96,609.5942,5295.96
0,39.22303,-1827.24,-904.635,-1831.1,-1110.18,-1651.13,-1010.85,609.6534,5309.47
0,39.22338,-1832.16,-908.908,-1835.99,-1114.47,-1656.02,-1015.11,609.6604,5324.17
0,39.2257,-1833.51,-910.101,-1837.36,-1115.65,-1657.39,-1016.32,609.7068,5328.26
0,39.2439,-1834.92,-911.334,-1838.77,-1116.89,-1658.8,-1017.55,610.0708,5332.49
0,39.24651,-1826.27,-903.819,-1830.18,-1109.34,-1650.2,-1010.07,610.123,5306.65
0,39.24763,-1828.24,-905.512,-1832.11,-1111.05,-1652.14,-1011.74,610.1454,5312.49
0,39.27394,-1823.16,-901.132,-1827.11,-1106.64,-1647.13,-1007.41,610.6716,5297.4
0,39.27486,-1824.79,-902.517,-1828.68,-1108.05,-1648.71,-1008.76,610.69,5302.18
0,39.25623,-1836.13,-912.381,-1839.97,-1117.95,-1659.99,-1018.59,610.3174,5336.09
0,39.27379,-1824.29,-902.099,-1828.21,-1107.61,-1648.24,-1008.35,610.6686,5300.74
0,39.27912,-1830.19,-907.191,-1834.02,-1112.75,-1654.05,-1013.4,610.7752,5318.26
0,39.29591,-1827.29,-904.705,-1831.2,-1110.23,-1651.22,-1010.96,611.111,5309.71
0,39.2985,-1827.08,-904.517,-1830.97,-1110.05,-1651,-1010.76,611.1628,5309.05
0,39.29896,-1824.44,-902.233,-1828.36,-1107.75,-1648.39,-1008.49,611.172,5301.19
0,39.29959,-1834.18,-910.68,-1838.02,-1116.24,-1658.05,-1016.89,611.1846,5330.25
0,39.29986,-1822.44,-900.492,-1826.37,-1106,-1646.39,-1006.75,611.19,5295.2
0,39.31014,-1833.43,-910.024,-1837.27,-1115.58,-1657.3,-1016.24,611.3956,5328
0,39.3181,-1827.82,-905.18,-1831.75,-1110.7,-1651.77,-1011.44,611.5548,5311.34
0,39.32288,-1822.72,-900.749,-1826.67,-1106.25,-1646.69,-1007.02,611.6504,5296.08
0,39.32473,-1825.28,-902.935,-1829.16,-1108.47,-1649.19,-1009.17,611.6874,5303.63
0,39.32775,-1822.74,-900.752,-1826.67,-1106.27,-1646.69,-1007.02,611.7478,5296.1
0,39.33021,-1825.66,-903.265,-1829.54,-1108.8,-1649.56,-1009.5,611.797,5304.76
0,39.33302,-1835.23,-911.592,-1839.06,-1117.16,-1659.09,-1017.8,611.8532,5333.38
0,39.3336,-1824.76,-902.508,-1828.68,-1108.02,-1648.7,-1008.76,611.8648,5302.14
0,39.33899,-1835.85,-912.135,-1839.68,-1117.7,-1659.71,-1018.34,611.9726,5335.24
0,39.33936,-1830.35,-907.377,-1834.26,-1112.9,-1654.28,-1013.63,611.98,5318.89
0,39.32902,-1829.46,-906.587,-1833.34,-1112.12,-1653.37,-1012.82,611.7732,5316.17
0,39.34933,-1829.58,-906.686,-1833.46,-1112.23,-1653.48,-1012.92,612.1794,5316.52
0,39.34954,-1833.14,-909.773,-1836.98,-1115.33,-1657.01,-1015.98,612.1836,5327.13
0,39.35116,-1835.23,-911.599,-1839.07,-1117.16,-1659.1,-1017.81,612.216,5333.4
0,39.35526,-1828.2,-905.496,-1832.1,-1111.02,-1652.12,-1011.74,612.298,5312.42
0,39.35661,-1824.97,-902.697,-1828.9,-1108.21,-1648.92,-1008.96,612.325,5302.79
0,39.35778,-1830.32,-907.309,-1834.16,-1112.87,-1654.19,-1013.51,612.3484,5318.67
0,39.36409,-1836.27,-912.482,-1840.07,-1118.06,-1660.1,-1018.67,612.4746,5336.44
0,39.36442,-1822.71,-900.727,-1826.64,-1106.24,-1646.66,-1006.99,612.4812,5296.01
0,39.37033,-1833.56,-910.135,-1837.4,-1115.7,-1657.43,-1016.35,612.5994,5328.39
0,39.37231,-1824.83,-902.566,-1828.74,-1108.08,-1648.77,-1008.82,612.639,5302.34
0,39.38784,-1822.45,-900.499,-1826.38,-1106.01,-1646.4,-1006.76,612.9496,5295.23
0,39.40114,-1830.18,-907.201,-1834.04,-1112.75,-1654.07,-1013.43,613.2156,5318.29
0,39.40192,-1831.26,-908.147,-1835.13,-1113.69,-1655.15,-1014.37,613.2312,5321.54
0,39.40094,-1834.12,-910.63,-1837.96,-1116.19,-1657.99,-1016.84,613.2116,5330.07
0,39.40497,-1826.62,-904.125,-1830.53,-1109.65,-1650.56,-1010.37,613.2922,5307.71
0,39.40727,-1830.83,-907.757,-1834.67,-1113.31,-1654.7,-1013.97,613.3382,5320.2
0,39.41148,-1830.09,-907.135,-1833.97,-1112.67,-1654,-1013.37,613.4224,5318.06
0,39.41846,-1827.08,-904.53,-1831,-1110.05,-1651.02,-1010.78,613.562,5309.1
0,39.41951,-1824.58,-902.352,-1828.5,-1107.87,-1648.53,-1008.61,613.583,5301.61
0,39.42057,-1831.04,-907.927,-1834.86,-1113.49,-1654.89,-1014.13,613.6042,5320.79
0,39.42379,-1823.63,-901.525,-1827.55,-1107.04,-1647.58,-1007.78,613.6686,5298.76
0,39.43895,-1828.85,-906.029,-1832.69,-1111.58,-1652.72,-1012.24,613.9718,5314.26
0,39.44792,-1822.77,-900.796,-1826.73,-1106.3,-1646.75,-1007.08,614.1512,5296.25
0,39.46781,-1832.37,-909.101,-1836.22,-1114.66,-1656.24,-1015.32,614.549,5324.83
0,39.4724,-1821.93,-900.048,-1825.86,-1105.56,-1645.88,-1006.31,614.6408,5293.67
0,39.47603,-1826.8,-904.245,-1830.65,-1109.79,-1650.68,-1010.46,614.7134,5308.13
0,39.47634,-1822.78,-900.796,-1826.72,-1106.31,-1646.74,-1007.07,614.7196,5296.24
0,39.47852,-1829.1,-906.246,-1832.94,-1111.8,-1652.97,-1012.45,614.7632,5315.01
0,39.48323,-1822.1,-900.193,-1826.02,-1105.71,-1646.05,-1006.45,614.8574,5294.17
0,39.49183,-1825.34,-902.986,-1829.21,-1108.53,-1649.24,-1009.22,615.0294,5303.79
0,39.49331,-1827.11,-904.529,-1830.99,-1110.07,-1651.01,-1010.76,615.059,5309.11
0,39.49726,-1830.36,-907.351,-1834.21,-1112.9,-1654.24,-1013.57,615.138,5318.81
0,39.51343,-1828.05,-905.365,-1831.95,-1110.89,-1651.98,-1011.61,615.4614,5311.98
0,39.51487,-1832.26,-909.002,-1836.1,-1114.56,-1656.13,-1015.21,615.4902,5324.49
0,39.51841,-1828.92,-906.127,-1832.83,-1111.65,-1652.85,-1012.38,615.561,5314.6
0,39.51806,-1827.35,-904.759,-1831.25,-1110.29,-1651.28,-1011,615.554,5309.88
0,39.53049,-1825.13,-902.831,-1829.05,-1108.35,-1649.07,-1009.09,615.8026,5303.25
0,39.5313,-1829.48,-906.585,-1833.33,-1112.14,-1653.36,-1012.8,615.8188,5316.17
0,39.53474,-1824.35,-902.16,-1828.29,-1107.67,-1648.31,-1008.43,615.8876,5300.95
0,39.53683,-1825.77,-903.372,-1829.66,-1108.91,-1649.69,-1009.61,615.9294,5305.12
0,39.58548,-1825.26,-902.934,-1829.16,-1108.46,-1649.19,-1009.18,616.9024,5303.61
0,39.58568,-1826.39,-903.912,-1830.28,-1109.45,-1650.31,-1010.15,616.9064,5306.98
0,39.59156,-1828.18,-905.462,-1832.05,-1111,-1652.08,-1011.69,617.024,5312.31
0,39.60242,-1824.62,-902.393,-1828.55,-1107.91,-1648.57,-1008.66,617.2412,5301.74
0,39.60242,-1831.53,-908.374,-1835.39,-1113.93,-1655.41,-1014.6,617.2412,5322.33
0,39.60245,-1835.39,-911.726,-1839.21,-1117.29,-1659.24,-1017.92,617.2418,5333.84
0,39.61996,-1833.9,-910.45,-1837.76,-1116,-1657.79,-1016.68,617.592,5329.45
0,39.6474,-1831.38,-908.261,-1835.26,-1113.8,-1655.29,-1014.5,618.1408,5321.93
0,39.65017,-1827.98,-905.312,-1831.89,-1110.84,-1651.92,-1011.56,618.1962,5311.79
0,53.7437,-1820.72,-898.995,-1824.65,-1104.51,-1644.68,-1005.26,900.0668,5290.05
0,53.74618,-1815.67,-894.629,-1819.65,-1100.12,-1639.67,-1000.92,900.1164,5274.99
0,53.74833,-1809.18,-889.009,-1813.2,-1094.48,-1633.22,-995.326,900.1594,5255.6
0,53.74836,-1812.7,-892.02,-1816.63,-1097.53,-1636.66,-998.283,900.16,5265.99
0,53.75484,-1813.14,-892.413,-1817.09,-1097.91,-1637.12,-998.69,900.2896,5267.35
0,53.75727,-1818.64,-897.161,-1822.53,-1102.69,-1642.56,-1003.4,900.3382,5283.73
0,53.7595,-1817.1,-895.851,-1821.05,-1101.36,-1641.07,-1002.13,900.3828,5279.22
0,53.76143,-1817.02,-895.78,-1820.96,-1101.29,-1640.99,-1002.05,900.4214,5278.97
0,53.76514,-1819.78,-898.163,-1823.69,-1103.69,-1643.72,-1004.41,900.4956,5287.19
0,53.78534,-1811.96,-891.396,-1815.93,-1096.88,-1635.95,-997.683,900.8996,5263.84
0,53.78644,-1814.35,-893.456,-1818.29,-1098.97,-1638.31,-999.721,900.9216,5270.95
0,53.80791,-1818.74,-897.251,-1822.64,-1102.78,-1642.67,-1003.49,901.351,5284.05
0,53.84523,-1818.54,-897.096,-1822.47,-1102.61,-1642.5,-1003.36,902.0974,5283.51
0,53.86556,-1815.19,-894.201,-1819.16,-1099.69,-1639.18,-1000.49,902.504,5273.53
0,53.87269,-1809.84,-889.578,-1813.85,-1095.05,-1633.87,-995.888,902.6466,5257.56
0,53.91507,-1817.42,-896.119,-1821.35,-1101.64,-1641.37,-1002.38,903.4942,5280.14
0,53.9287,-1814.09,-893.252,-1818.07,-1098.74,-1638.09,-999.543,903.7668,5270.25
0,53.93237,-1807.52,-887.572,-1811.54,-1093.04,-1631.56,-993.894,903.8402,5250.62
0,53.94228,-1806.8,-886.928,-1810.79,-1092.41,-1630.81,-993.227,904.0384,5248.4
0,53.95494,-1810.7,-890.285,-1814.64,-1095.79,-1634.67,-996.553,904.2916,5260.01
0,53.96011,-1812.46,-891.82,-1816.41,-1097.32,-1636.44,-998.093,904.395,5265.31
0,53.96923,-1818.88,-897.366,-1822.77,-1102.9,-1642.8,-1003.6,904.5774,5284.45
0,53.98687,-1810.71,-890.318,-1814.69,-1095.8,-1634.71,-996.609,904.9302,5260.11
0,53.98715,-1811.73,-891.184,-1815.68,-1096.68,-1635.71,-997.462,904.9358,5263.12
0,53.99909,-1807.97,-887.953,-1811.98,-1093.43,-1632,-994.262,905.1746,5251.95
0,54.00703,-1813.84,-892.992,-1817.75,-1098.51,-1637.78,-999.243,905.3334,5269.37
0,54.01081,-1820.15,-898.466,-1824.03,-1104,-1644.06,-1004.7,905.409,5288.24
0,54.01332,-1809.84,-889.564,-1813.82,-1095.04,-1633.85,-995.858,905.4592,5257.51
0,54.01835,-1808.36,-888.281,-1812.35,-1093.76,-1632.37,-994.579,905.5598,5253.08
0,54.02948,-1812.55,-891.883,-1816.48,-1097.39,-1636.5,-998.145,905.7824,5265.53
0,54.03115,-1815.36,-894.323,-1819.28,-1099.84,-1639.31,-1000.58,905.8158,5273.95
0,54.04294,-1810.15,-889.845,-1814.16,-1095.32,-1634.18,-996.155,906.0516,5258.49
0,54.04546,-1811.15,-890.686,-1815.11,-1096.18,-1635.13,-996.965,906.102,5261.39
0,54.06857,-1809.26,-889.064,-1813.25,-1094.55,-1633.27,-995.361,906.5642,5255.78
0,54.08502,-1818.82,-897.329,-1822.74,-1102.85,-1642.76,-1003.59,906.8932,5284.32
0,54.09657,-1809.07,-888.897,-1813.05,-1094.38,-1633.08,-995.193,907.1242,5255.2
0,54.09904,-1809.22,-889.017,-1813.19,-1094.51,-1633.22,-995.306,907.1736,5255.63
0,54.10264,-1809.52,-889.279,-1813.49,-1094.77,-1633.52,-995.566,907.2456,5256.53
0,54.11582,-1811.51,-890.994,-1815.46,-1096.5,-1635.48,-997.268,907.5092,5262.45
0,54.13138,-1814.72,-893.772,-1818.65,-1099.29,-1638.68,-1000.03,907.8204,5272.05
0,54.13213,-1815.55,-894.499,-1819.49,-1100.01,-1639.51,-1000.77,907.8354,5274.55
0,54.13518,-1810.47,-890.118,-1814.47,-1095.59,-1634.49,-996.426,907.8964,5259.43
0,54.13988,-1811.47,-890.967,-1815.43,-1096.46,-1635.46,-997.245,907.9904,5262.36
0,54.1409,-1818.85,-897.356,-1822.77,-1102.88,-1642.79,-1003.61,908.0108,5284.41
0,54.15997,-1818.93,-897.43,-1822.85,-1102.94,-1642.88,-1003.69,908.3922,5284.66
0,54.17258,-1814.94,-893.994,-1818.92,-1099.49,-1638.94,-1000.29,908.6444,5272.8
0,54.18386,-1818.76,-897.274,-1822.67,-1102.8,-1642.69,-1003.52,908.87,5284.12
0,54.18794,-1813.18,-892.471,-1817.17,-1097.95,-1637.19,-998.775,908.9516,5267.54
0,54.19202,-1820.18,-898.508,-1824.09,-1104.03,-1644.11,-1004.76,909.0332,5288.38
0,54.1973,-1810.42,-890.071,-1814.4,-1095.55,-1634.43,-996.364,909.1388,5259.25
0,54.20589,-1818.85,-897.355,-1822.77,-1102.88,-1642.79,-1003.61,909.3106,5284.41
0,54.2084,-1819.05,-897.533,-1822.97,-1103.05,-1643,-1003.79,909.3608,5285.02
0,54.20932,-1814.81,-893.882,-1818.79,-1099.37,-1638.81,-1000.17,909.3792,5272.41
0,54.21058,-1810.7,-890.313,-1814.69,-1095.79,-1634.71,-996.616,909.4044,5260.1
0,54.21313,-1806.86,-886.989,-1810.87,-1092.46,-1630.89,-993.301,909.4554,5248.62
0,54.21469,-1810.33,-889.964,-1814.27,-1095.47,-1634.3,-996.235,909.4866,5258.9
0,54.22134,-1806.06,-886.305,-1810.08,-1091.77,-1630.1,-992.622,909.6196,5246.24
0,54.22322,-1818.71,-897.225,-1822.62,-1102.75,-1642.64,-1003.48,909.6572,5283.97
0,54.22342,-1809.2,-889.013,-1813.19,-1094.49,-1633.21,-995.309,909.6612,5255.6
0,54.22504,-1806.25,-886.464,-1810.26,-1091.94,-1630.28,-992.774,909.6936,5246.79
0,54.23043,-1817.67,-896.324,-1821.58,-1101.85,-1641.61,-1002.58,909.8014,5280.86
0,54.24641,-1808.03,-887.998,-1812.02,-1093.47,-1632.05,-994.297,910.121,5252.1
0,54.24741,-1816.96,-895.714,-1820.88,-1101.23,-1640.91,-1001.98,910.141,5278.75
0,54.2481,-1812.16,-891.585,-1816.15,-1097.07,-1636.17,-997.888,910.1548,5264.48
0,54.25862,-1809.49,-889.268,-1813.49,-1094.75,-1633.51,-995.568,910.3652,5256.49
0,54.26965,-1817.05,-895.796,-1820.98,-1101.31,-1641,-1002.06,910.5858,5279.03
0,54.27287,-1819.95,-898.304,-1823.85,-1103.83,-1643.88,-1004.55,910.6502,5287.68
0,54.28035,-1814.7,-893.786,-1818.68,-1099.27,-1638.7,-1000.08,910.7998,5272.08
0,54.281,-1816.35,-895.19,-1820.28,-1100.7,-1640.31,-1001.45,910.8128,5276.94
0,54.28183,-1807.12,-887.208,-1811.11,-1092.68,-1631.14,-993.51,910.8294,5249.37
0,54.29494,-1809.67,-889.402,-1813.63,-1094.9,-1633.65,-995.678,911.0916,5256.95
0,54.30103,-1819.34,-897.776,-1823.25,-1103.3,-1643.27,-1004.03,911.2134,5285.86
0,54.30348,-1817.75,-896.419,-1821.7,-1101.93,-1641.72,-1002.69,911.2624,5281.17
0,54.3055,-1814.04,-893.208,-1818.02,-1098.7,-1638.04,-999.5,911.3028,5270.1
0,54.32154,-1816.63,-895.43,-1820.55,-1100.95,-1640.58,-1001.69,911.6236,5277.76
0,54.35553,-1808.75,-888.622,-1812.74,-1094.1,-1632.76,-994.918,912.3034,5254.25
0,54.37156,-1815.8,-894.711,-1819.73,-1100.22,-1639.76,-1000.98,912.624,5275.29
0,54.37637,-1813.57,-892.799,-1817.54,-1098.29,-1637.57,-999.086,912.7202,5268.68
0,54.37681,-1805.9,-886.159,-1809.9,-1091.63,-1629.93,-992.462,912.729,5245.73
0,54.38506,-1812.92,-892.215,-1816.87,-1097.72,-1636.89,-998.489,912.894,5266.68
0,54.38817,-1807.08,-887.191,-1811.1,-1092.66,-1631.12,-993.512,912.9562,5249.3
0,54.38996,-1812.45,-891.796,-1816.37,-1097.31,-1636.4,-998.053,912.992,5265.22
0,54.4067,-1812.75,-892.07,-1816.7,-1097.57,-1636.72,-998.348,913.3268,5266.17
0,54.42066,-1809.31,-889.11,-1813.31,-1094.59,-1633.33,-995.414,913.606,5255.95
0,54.42408,-1809.89,-889.6,-1813.86,-1095.09,-1633.88,-995.884,913.6744,5257.63
0,54.44748,-1813.12,-892.381,-1817.05,-1097.89,-1637.08,-998.645,914.1424,5267.25
0,54.44805,-1819.18,-897.624,-1823.06,-1103.16,-1643.09,-1003.86,914.1538,5285.33
0,54.4557,-1812.76,-892.109,-1816.76,-1097.59,-1636.78,-998.417,914.3068,5266.3
0,54.47033,-1816.35,-895.178,-1820.26,-1100.7,-1640.29,-1001.43,914.5994,5276.9
0,54.47187,-1817.01,-895.765,-1820.94,-1101.28,-1640.97,-1002.03,914.6302,5278.92
0,54.47239,-1809.9,-889.612,-1813.88,-1095.1,-1633.9,-995.904,914.6406,5257.68
0,54.47941,-1813.14,-892.403,-1817.08,-1097.91,-1637.1,-998.667,914.781,5267.32
0,54.49001,-1811.29,-890.816,-1815.26,-1096.31,-1635.29,-997.108,914.993,5261.84
0,54.49327,-1818.4,-896.969,-1822.32,-1102.49,-1642.35,-1003.23,915.0582,5283.07
0,54.49834,-1812.38,-891.78,-1816.38,-1097.26,-1636.4,-998.087,915.1596,5265.16
0,54.49902,-1812.83,-892.146,-1816.79,-1097.64,-1636.81,-998.423,915.1732,5266.43
0,54.49932,-1813.73,-892.918,-1817.67,-1098.42,-1637.7,-999.191,915.1792,5269.1
0,54.52352,-1807.59,-887.637,-1811.62,-1093.1,-1631.64,-993.957,915.6632,5250.85
0,54.52427,-1812.06,-891.461,-1815.99,-1096.97,-1636.02,-997.722,915.6782,5264.07
0,54.53285,-1813.95,-893.11,-1817.89,-1098.62,-1637.92,-999.379,915.8498,5269.76
0,54.53421,-1811.55,-891.045,-1815.53,-1096.53,-1635.55,-997.339,915.877,5262.63
0,54.5398,-1811.16,-890.703,-1815.13,-1096.2,-1635.15,-996.989,915.9888,5261.44
0,54.54123,-1810.13,-889.81,-1814.11,-1095.3,-1634.13,-996.101,916.0174,5258.37
0,54.5481,-1818.7,-897.227,-1822.62,-1102.75,-1642.64,-1003.48,916.1548,5283.96
0,54.55019,-1805.61,-885.91,-1809.62,-1091.38,-1629.64,-992.218,916.1966,5244.87
0,54.55036,-1818.21,-896.792,-1822.12,-1102.32,-1642.14,-1003.05,916.2,5282.47
0,54.57275,-1807.34,-887.4,-1811.33,-1092.87,-1631.36,-993.701,916.6478,5250.03
0,54.57365,-1811.24,-890.754,-1815.18,-1096.26,-1635.21,-997.02,916.6658,5261.63
0,54.60469,-1814.78,-893.818,-1818.7,-1099.33,-1638.73,-1000.08,917.2866,5272.21
0,54.61595,-1819.58,-897.974,-1823.47,-1103.5,-1643.5,-1004.21,917.5118,5286.55
0,54.62407,-1805.75,-886.034,-1809.76,-1091.5,-1629.79,-992.342,917.6742,5245.3
0,54.63129,-1814.94,-893.963,-1818.87,-1099.48,-1638.9,-1000.23,917.8186,5272.71
0,54.63332,-1814.46,-893.563,-1818.42,-1099.06,-1638.44,-999.84,917.8592,5271.32
0,54.64162,-1808.88,-888.748,-1812.89,-1094.22,-1632.91,-995.062,918.0252,5254.68
0,54.64198,-1806.99,-887.096,-1810.99,-1092.57,-1631.01,-993.399,918.0324,5248.99
0,54.64355,-1813.87,-893.037,-1817.81,-1098.55,-1637.83,-999.309,918.0638,5269.51
0,54.64504,-1808.02,-888.005,-1812.04,-1093.47,-1632.06,-994.323,918.0936,5252.12
0,54.64898,-1815.94,-894.83,-1819.87,-1100.34,-1639.89,-1001.1,918.1724,5275.7
0,54.64951,-1814.64,-893.715,-1818.59,-1099.21,-1638.62,-999.996,918.183,5271.85
0,54.65698,-1816.66,-895.459,-1820.59,-1100.97,-1640.61,-1001.72,918.3324,5277.86
0,54.66007,-1812.41,-891.794,-1816.39,-1097.28,-1636.41,-998.094,918.3942,5265.21
0,54.67417,-1819.4,-897.833,-1823.32,-1103.35,-1643.34,-1004.09,918.6762,5286.06
0,54.67158,-1807.16,-887.253,-1811.16,-1092.72,-1631.19,-993.556,918.6244,5249.51
0,54.68213,-1817.34,-896.047,-1821.27,-1101.57,-1641.29,-1002.31,918.8354,5279.9
0,54.68223,-1807.38,-887.435,-1811.37,-1092.91,-1631.4,-993.736,918.8374,5250.15
0,54.68889,-1808,-887.957,-1811.97,-1093.44,-1631.99,-994.246,918.9706,5251.96
0,54.69163,-1808.96,-888.787,-1812.93,-1094.28,-1632.95,-995.073,919.0254,5254.84
0,54.69275,-1807.01,-887.117,-1811.01,-1092.59,-1631.03,-993.42,919.0478,5249.05
0,54.70234,-1807.26,-887.324,-1811.24,-1092.81,-1631.27,-993.617,919.2396,5249.77
0,54.70744,-1808.47,-888.36,-1812.43,-1093.85,-1632.46,-994.647,919.3416,5253.36
0,68.74455,-1802.75,-883.448,-1806.8,-1088.9,-1626.81,-989.779,1200.0838,5236.36
0,68.74768,-1802.46,-883.169,-1806.46,-1088.64,-1626.48,-989.478,1200.1464,5235.4
0,68.74905,-1794.49,-876.297,-1798.54,-1081.74,-1618.56,-982.631,1200.1738,5211.59
0,68.74933,-1789.82,-872.286,-1793.92,-1077.71,-1613.93,-978.647,1200.1794,5197.67
0,68.75558,-1795.48,-877.119,-1799.47,-1082.59,-1619.5,-983.421,1200.3044,5214.45
0,68.758,-1800.68,-881.615,-1804.66,-1087.1,-1624.69,-987.906,1200.3528,5230.03
0,68.76022,-1799.23,-880.386,-1803.26,-1085.85,-1623.28,-986.709,1200.3972,5225.77
0,68.76251,-1801.77,-882.569,-1805.77,-1088.05,-1625.79,-988.868,1200.443,5233.33
0,68.76643,-1790.93,-873.236,-1795.01,-1078.67,-1615.03,-979.582,1200.5214,5200.97
0,68.78635,-1799.05,-880.216,-1803.06,-1085.69,-1623.08,-986.528,1200.9198,5225.19
0,68.78768,-1799.32,-880.455,-1803.33,-1085.92,-1623.36,-986.77,1200.9464,5226.01
0,68.80967,-1795.02,-876.763,-1799.09,-1082.2,-1619.1,-983.109,1201.3862,5213.21
0,68.84583,-1793.24,-875.222,-1797.3,-1080.67,-1617.32,-981.562,1202.1094,5207.86
0,68.8671,-1799.12,-880.261,-1803.1,-1085.74,-1623.12,-986.552,1202.5348,5225.34
0,68.87595,-1795.97,-877.583,-1800.03,-1083.03,-1620.05,-983.922,1202.7118,5216.05
0,68.92332,-1792.4,-874.503,-1796.48,-1079.94,-1616.49,-980.854,1203.6592,5205.37
0,68.93159,-1796.98,-878.425,-1800.98,-1083.9,-1621.01,-984.727,1203.8246,5218.97
0,68.93333,-1799.06,-880.227,-1803.07,-1085.7,-1623.09,-986.535,1203.8594,5225.22
0,68.94375,-1795.75,-877.388,-1799.81,-1082.83,-1619.82,-983.729,1204.0678,5215.38
